Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,WaitType,Text,PageCtrl,Voice,WindowType

Bg,stage9,,Picture1,,,,,,,,
FadeOut,#00000068,,,,,,,,,,
FadeIn,black,,,,,,,,,,
PlayBgm,ガラバルガ,100,100,,,,,,,,
PlayBgs,008-Wave01,100,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor02_02,,Character2,,,,,さすが、\N[3]だよ,,,
,Actor02_01,,Character2,,,,,大海原に繰り出すなんて\nものすごーっく貴重な経験じゃない？,,,
,Actor04_04,,Character0,,,,,ものすごい揺れるんですが……,,,
,Actor03_03,,Character2,,,,,海なんだから仕方ないよ,,,
,Actor03_01,,Character2,,,,,さて、次の見張り番は？,,,
Wait,,,,,,1,,,,,
,Actor05_02,,Character0,,,,,わ、わたしです……,,,
,Actor03_03,,Character2,,,,,\N[5]ちゃん、大丈夫？\n見晴らしは抜群だよ,,,
,Actor05_00,,Character0,,,,,こ、怖いですけど\n迷惑は掛けられません！,,,
Wait,,,,,,1,,,,,
,Actor05_02,,Character0,,,,,……,,,
,Actor03_01,,Character2,,,,,足が完全に止まってるよ！,,,
,Actor05_02,,Character0,,,,,や、やっぱり無理です,,,
,Actor03_03,,Character2,,,,,私が代わりに\n見張りするから中に入っててよ,,,
,Actor05_02,,Character0,,,,,は、はい……ごめんなさいです,,,
PlaySe,step01,80,100,,,,,,,,
FadeOut,black,,,,,,,,,,
Wait,,,,,,1,,,,,
FadeIn,black,,,,,,,,,,
,Actor02_01,,Character0,,,,,しかし、\N[3]が国に戻るなんて\n思いもしなかった,,,
,Actor03_03,,Character2,,,,,成り行き上、仕方ないでしょ,,,
,Actor03_02,,Character2,,,,,\N[5]ちゃんや\N[4]を\nこれ以上巻き込むわけにはいかないし,,,
,Actor02_02,,Character0,,,,,フフ……、それを言ったら\N[3]も部外者だよ,,,
,Actor03_03,,Character2,,,,,私は別だよ\n国に帰ったら、どういう扱いされるかわからないから,,,
,Actor02_02,,Character0,,,,,\N[3]は本当に何も知らないんだね,,,
,Actor03_00,,Character2,,,,,え……？,,,
,Actor02_01,,Character0,,,,,いや、何も言ってないから気にしないで,,,
Wait,,,,,,1,,,,,
,Actor03_00,,Character2,,,,,\N[2]はどうするの、今後は,,,
,Actor02_00,,Character0,,,,,……,,,
,Actor02_02,,Character0,,,,,フフ……、特にプランはないね,,,
,Actor02_01,,Character0,,,,,片付けないといけないことは\nたくさん残っているんだけど……,,,
,Actor02_02,,Character0,,,,,こうやって、アテのない旅を続けられたら\nとても楽しそうだね,,,
,Actor02_02,,Character0,,,,,\N[3]は？,,,
,Actor03_03,,Character2,,,,,他のみんなを送り届けたら\n田舎の教師に戻るよ,,,
,Actor03_03,,Character2,,,,,それでも、危険そうだったら\nもっと遠くの名も無いところまで逃げるかな,,,
,Actor02_02,,Character0,,,,,フフ……\n船で地図のないところまで行ってみようよ,,,
,Actor02_01,,Character0,,,,,未曾有の発見とかしちゃって\n歴史に名を残すかもしれないじゃない？,,,
,Actor03_01,,Character2,,,,,それができたら\n最高に楽しそうだね,,,
,Actor03_03,,Character2,,,,,……,,,
,Actor02_02,,Character0,,,,,……,,,
PlaySe,Blow7,80,100,,,,,,,,
Wait,,,,,,1,,,,,
,Actor02_03,,Character0,,,,,……っと,,,
,Actor02_02,,Character0,,,,,結構揺れるね,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character0,,,,,あれ……？,,,
,Actor02_00,,Character0,,,,,向こうの海域……\n一角だけ雲行きが怪しそうじゃない？,,,
,Actor03_00,,Character2,,,,,……,,,
,Actor03_03,,Character2,,,,,本当だ……\n雨雲ではなさそうだけど,,,
,Actor03_02,,Character2,,,,,何かおかしな感じがする,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
,Actor02_00,,Character0,,,,,……,,,
,Actor03_02,,Character2,,,,,……！,,,
,Actor03_03,,Character2,,,,,……\N[2]、みんなに伝えてきて,,,
,Actor02_02,,Character0,,,,,へ……？,,,
,Actor03_02,,Character2,,,,,あの海域、暗くなっているの\n天候のせいじゃない,,,
,Actor03_02,,Character2,,,,,魔者が……群れをなしてる！,,,
,Actor02_03,,Character0,,,,,……！,,,
,Actor02_03,,Character0,,,,,そんなのありえない！,,,
,Actor02_03,,Character0,,,,,あんな関係ないところに\n魔者を配置する意味なんてないじゃない！,,,
,Actor03_02,,Character2,,,,,ダメだ、今から進路を戻してる余裕はない,,,
,Actor02_03,,Character0,,,,,みんなに伝えてくる,,,
,Actor02_04,,Character0,,,,,邪魔ものは排除する\nもう、やつらの好き勝手になんか、絶対させない！,,,
Wait,,,,,,1,,,,,
FadeOut,black,,,,,,,,,,
StopBgm2,,,,,,2,,,,,
Wait,,,,,,1,,,,,
EndScenario,,,,,,,,,,,
